	Número	Nome	Posição	Acceleration	Sprint Speed	Positioning	Finishing	Shot Power	Long Shot	Volleys	Penalties	Vision	Crossing	Free Kick	Shot Passing	Long Passing	Curve	Agility	Balance	Reactions	Ball Control	Dribbling	Composure	Interceptions	Heading	Def. Awareness	Standing Tackle	Sliding	Jumping	Stamina	Strength	Aggression
2951	1398	Sofie Bredgaard																														
2952	1400	Ante Budimir																														
2953	1402	Luana Buhler																														
2954	1404	Dominic Calvert Lewin																														
2955	1377	Tommaso Baldanzi																														
2956	1379	Jonathan Bamba																														
2957	1381	Ezequiel Barco																														
2958	1383	Musa Barrow																														
2959	1385	Ihlas Bebou																														
2960	1387	Alejandra Bernabe De Santiago																														
2961	1389	Philip Billing																														
2962	1391	Daley Blind																														
2963	1393	Willian Borges Da Silva																														
2964	1395	Fabio Borini																														
2965	1397	Martin Braithwaite																														
